 zip_code |     zip_name     |               name                | distance 
    94501 | COAST GUARD ISLA | Alameda                           |     1.18
    94507 | ALAMO            | Alamo                             |     1.34
    94508 | ANGWIN           | Angwin                            |     0.05
    94509 | ANTIOCH          | Antioch                           |     0.65
    94510 | BENICIA          | Benicia                           |     0.46
    94513 | BRENTWOOD        | Brentwood                         |     1.05
    94514 | BYRON            | Discovery Bay                     |     0.57
    94515 | CALISTOGA        | Calistoga                         |     0.06
    94517 | CLAYTON          | Clayton                           |     2.05
    94519 | CONCORD          | Concord                           |     1.00
    94520 | CONCORD          | Pacheco                           |     1.47
    94523 | PLEASANT HILL    | Pleasant Hill                     |     0.04
    94525 | CROCKETT         | Crockett                          |     0.11
    94525 | CROCKETT         | Rodeo                             |     1.18
    94526 | DANVILLE         | Danville                          |     0.30
    94528 | DIABLO           | Blackhawk                         |     3.21
    94530 | EL CERRITO       | El Cerrito                        |     0.39
    94538 | FREMONT          | Fremont                           |     1.43
    94541 | HAYWARD          | Cherryland                        |     0.79
    94542 | HAYWARD          | Fairview                          |     1.39
    94545 | HAYWARD          | Hayward                           |     0.56
    94546 | CASTRO VALLEY    | Castro Valley                     |     1.14
    94548 | KNIGHTSEN        | Bethel Island                     |     3.74
    94549 | LAFAYETTE        | Lafayette                         |     0.36
    94550 | LIVERMORE        | Livermore                         |     0.62
    94553 | PACHECO          | Vine Hill                         |     1.92
    94553 | PACHECO          | Martinez                          |     0.54
    94556 | MORAGA           | Moraga Town                       |     0.04
    94559 | NAPA             | Napa                              |     1.00
    94560 | NEWARK           | Newark                            |     1.21
    94561 | OAKLEY           | Oakley                            |     0.85
    94563 | ORINDA           | Orinda                            |     0.29
    94564 | PINOLE           | Pinole                            |     1.85
    94564 | PINOLE           | Bayview-Montalvin                 |     1.95
    94564 | PINOLE           | Hercules                          |     1.70
    94564 | PINOLE           | Tara Hills                        |     1.65
    94565 | SHORE ACRES      | Pittsburg                         |     1.02
    94565 | SHORE ACRES      | West Pittsburg                    |     3.87
    94566 | PLEASANTON       | Pleasanton                        |     0.87
    94568 | DUBLIN           | Dublin                            |     0.69
    94571 | RIO VISTA        | Rio Vista                         |     0.39
    94574 | SAINT HELENA     | Deer Park                         |     1.36
    94574 | SAINT HELENA     | St. Helena                        |     0.66
    94577 | SAN LEANDRO      | San Leandro                       |     1.10
    94578 | SAN LEANDRO      | Ashland                           |     0.71
    94580 | SAN LORENZO      | San Lorenzo                       |     0.25
    94583 | SAN RAMON        | San Ramon                         |     0.11
    94585 | SUISUN CITY      | Fairfield                         |     0.81
    94585 | SUISUN CITY      | Suisun City                       |     1.78
    94587 | UNION CITY       | Union City                        |     2.02
    94589 | AMERICAN CANYON  | American Canyon                   |     1.83
    94590 | VALLEJO          | Vallejo                           |     0.93
    94596 | WALNUT CREEK     | Walnut Creek                      |     0.80
    94599 | YOUNTVILLE       | Yountville                        |     1.00
    94601 | OAKLAND          | Oakland                           |     0.76
    94608 | EMERYVILLE       | Emeryville                        |     1.05
    94611 | PIEDMONT         | Piedmont                          |     0.38
    94706 | ALBANY           | Albany                            |     1.73
    94707 | KENSINGTON       | Kensington                        |     1.05
    94710 | BERKELEY         | Berkeley                          |     0.18
    94801 | RICHMOND         | Richmond                          |     0.78
    94803 | EL SOBRANTE      | El Sobrante                       |     0.53
    94805 | RICHMOND         | East Richmond Heights             |     0.65
    94806 | SAN PABLO        | San Pablo                         |     0.78
    94901 | SAN RAFAEL       | San Rafael                        |     0.86
    94903 | CIVIC CENTER     | Lucas Valley-Marinwood            |     1.78
    94903 | CIVIC CENTER     | Santa Venetia                     |     2.30
    94904 | KENTFIELD        | Kentfield                         |     0.65
    94904 | KENTFIELD        | Ross                              |     1.57
    94920 | BELVEDERE        | Tiburon                           |     0.89
    94920 | BELVEDERE        | Belvedere                         |     1.28
    94923 | BODEGA BAY       | Bodega Bay                        |     0.69
    94924 | BOLINAS          | Bolinas                           |     0.20
    94925 | CORTE MADERA     | Corte Madera                      |     0.33
    94928 | ROHNERT PARK     | Rohnert Park                      |     0.20
    94930 | FAIRFAX          | Fairfax                           |     0.02
    94931 | COTATI           | Cotati                            |     0.28
    94933 | FOREST KNOLLS    | Lagunitas-Forest Knolls           |     0.27
    94937 | INVERNESS        | Inverness                         |     0.86
    94939 | LARKSPUR         | Larkspur                          |     0.49
    94941 | MILL VALLEY      | Strawberry                        |     1.43
    94941 | MILL VALLEY      | Tamalpais-Homestead Valley        |     0.58
    94941 | MILL VALLEY      | Mill Valley                       |     0.93
    94947 | NOVATO           | Novato                            |     1.51
    94954 | PETALUMA         | Petaluma                          |     0.85
    94960 | SAN ANSELMO      | San Anselmo                       |     0.18
    94965 | SAUSALITO        | Sausalito                         |     0.24
    94973 | WOODACRE         | Woodacre                          |     0.21
    95003 | APTOS            | Rio del Mar                       |     1.49
    95003 | APTOS            | Aptos                             |     1.02
    95003 | APTOS            | Day Valley                        |     4.31
    95004 | AROMAS           | Aromas                            |     0.08
    95005 | BEN LOMOND       | Ben Lomond                        |     1.19
    95006 | BOULDER CREEK    | Boulder Creek                     |     0.91
    95008 | CAMPBELL         | Campbell                          |     0.14
    95010 | CAPITOLA         | Capitola                          |     0.10
    95012 | CASTROVILLE      | Castroville                       |     0.57
    95012 | CASTROVILLE      | Elkhorn                           |     3.19
    95014 | MONTE VISTA      | Cupertino                         |     0.52
    95018 | FELTON           | Felton                            |     1.52
    95019 | FREEDOM          | Corralitos                        |     4.33
    95019 | FREEDOM          | Freedom                           |     0.74
    95019 | FREEDOM          | Aptos Hills-Larkin Valley         |     3.40
    95019 | FREEDOM          | Interlaken                        |     2.63
    95020 | GILROY           | Gilroy                            |     0.41
    95023 | HOLLISTER        | Hollister                         |     0.82
    95030 | MONTE SERENO     | Lexington Hills                   |     3.26
    95030 | MONTE SERENO     | Monte Sereno                      |     1.92
    95032 | LOS GATOS        | Los Gatos                         |     0.54
    95035 | MILPITAS         | Milpitas                          |     0.14
    95037 | MORGAN HILL      | Morgan Hill                       |     0.38
    95045 | SAN JUAN BAUTIST | San Juan Bautista                 |     0.36
    95046 | SAN MARTIN       | San Martin                        |     0.55
    95050 | SANTA CLARA      | Santa Clara                       |     1.40
    95060 | SCOTTS VALLEY    | Santa Cruz                        |     0.80
    95062 | SANTA CRUZ       | Twin Lakes                        |     0.76
    95062 | SANTA CRUZ       | Live Oak                          |     0.93
    95062 | SANTA CRUZ       | Opal Cliffs                       |     1.38
    95066 | SCOTTS VALLEY    | Scotts Valley                     |     0.40
    95070 | SARATOGA         | Saratoga                          |     0.44
    95073 | SOQUEL           | Soquel                            |     0.70
    95076 | LA SELVA BEACH   | Pajaro                            |     1.88
    95076 | LA SELVA BEACH   | Las Lomas                         |     4.00
    95076 | LA SELVA BEACH   | Watsonville                       |     0.30
    95122 | SAN JOSE         | San Jose                          |     1.95
    95124 | SAN JOSE         | Cambrian Park                     |     0.39
    95127 | SAN JOSE         | East Foothills                    |     1.03
    95128 | SAN JOSE         | Burbank                           |     0.19
    95129 | SAN JOSE         | Rancho Rinconada                  |     0.59
    95204 | STOCKTON         | Country Club                      |     1.37
    95204 | STOCKTON         | Stockton                          |     0.56
    95205 | STOCKTON         | August                            |     1.24
    95207 | STOCKTON         | Lincoln Village                   |     0.72
    95212 | STOCKTON         | Morada                            |     0.31
    95215 | STOCKTON         | Garden Acres                      |     0.78
    95222 | ANGELS CAMP      | Angels                            |     0.89
    95223 | BEAR VALLEY      | Arnold                            |     1.62
    95231 | FRENCH CAMP      | French Camp                       |     0.40
    95236 | LINDEN           | Linden                            |     1.40
    95237 | LOCKEFORD        | Lockeford                         |     1.32
    95242 | LODI             | Lodi                              |     1.16
    95247 | MURPHYS          | Murphys                           |     1.73
    95249 | SAN ANDREAS      | San Andreas                       |     0.37
    95258 | WOODBRIDGE       | Woodbridge                        |     0.74
    95301 | ATWATER          | Atwater                           |     0.05
    95307 | CERES            | Keyes                             |     2.43
    95307 | CERES            | Ceres                             |     0.85
    95310 | COLUMBIA         | Columbia                          |     0.92
    95315 | DELHI            | Delhi                             |     0.39
    95316 | DENAIR           | Denair                            |     0.64
    95320 | ESCALON          | Escalon                           |     1.09
    95321 | GROVELAND        | Groveland-Big Oak Flat            |     0.41
    95322 | GUSTINE          | Gustine                           |     0.91
    95324 | HILMAR           | Hilmar-Irwin                      |     0.36
    95326 | HUGHSON          | Hughson                           |     0.47
    95330 | LATHROP          | Lathrop                           |     0.33
    95333 | LE GRAND         | Le Grand                          |     1.15
    95334 | LIVINGSTON       | Livingston                        |     0.87
    95336 | MANTECA          | Manteca                           |     0.52
    95338 | MARIPOSA         | Mariposa                          |     4.20
    95338 | MARIPOSA         | Bootjack                          |     2.42
    95340 | RED TOP          | Merced                            |     1.28
    95350 | MODESTO          | Modesto                           |     1.40
    95360 | NEWMAN           | Newman                            |     0.30
    95361 | KNIGHTS FERRY    | Oakdale                           |     0.51
    95363 | PATTERSON        | Patterson                         |     1.34
    95366 | RIPON            | Ripon                             |     1.27
    95367 | RIVERBANK        | Riverbank                         |     0.11
    95368 | SALIDA           | Salida                            |     0.32
    95370 | SONORA           | East Sonora                       |     1.05
    95370 | SONORA           | Jamestown                         |     4.89
    95370 | SONORA           | Phoenix Lake-Cedar Ridge          |     2.80
    95370 | SONORA           | Sonora                            |     2.49
    95372 | SOULSBYVILLE     | Mono Vista                        |     1.40
    95372 | SOULSBYVILLE     | Soulsbyville                      |     0.02
    95376 | TRACY            | Tracy                             |     0.75
    95379 | TUOLUMNE         | Tuolumne City                     |     0.61
    95380 | TURLOCK          | Turlock                           |     0.09
    95383 | TWAIN HARTE      | Twain Harte                       |     0.98
    95383 | TWAIN HARTE      | Mi-Wuk Village                    |     2.32
    95386 | WATERFORD        | Waterford                         |     0.70
    95388 | WINTON           | Winton                            |     0.50
    95404 | SANTA ROSA       | Santa Rosa                        |     0.61
    95407 | SANTA ROSA       | Roseland                          |     0.78
    95407 | SANTA ROSA       | South Santa Rosa                  |     0.39
    95422 | CLEARLAKE        | Lower Lake                        |     3.46
    95422 | CLEARLAKE        | Clearlake                         |     0.25
    95423 | CLEARLAKE OAKS   | Clearlake Oaks                    |     0.87
    95425 | CLOVERDALE       | Cloverdale                        |     0.31
    95428 | COVELO           | Covelo                            |     1.74
    95436 | FORESTVILLE      | Forestville                       |     0.72
    95437 | FORT BRAGG       | Fort Bragg                        |     0.85
    95439 | FULTON           | Larkfield-Wikiup                  |     1.81
    95442 | GLEN ELLEN       | Eldridge                          |     2.04
    95442 | GLEN ELLEN       | Glen Ellen                        |     1.05
    95444 | GRATON           | Graton                            |     0.21
    95446 | GUERNEVILLE      | Guerneville                       |     0.53
    95448 | HEALDSBURG       | Healdsburg                        |     0.39
    95451 | KELSEYVILLE      | Kelseyville                       |     2.44
    95453 | LAKEPORT         | Lakeport                          |     0.93
    95454 | LAYTONVILLE      | Laytonville                       |     0.65
    95457 | LOWER LAKE       | Hidden Valley Lake                |     4.78
    95458 | LUCERNE          | Lucerne                           |     1.52
    95462 | RUSSIAN RIVER MD | Monte Rio                         |     0.46
    95464 | NICE             | Nice                              |     0.48
    95465 | OCCIDENTAL       | Occidental                        |     2.73
    95468 | POINT ARENA      | Point Arena                       |     1.63
    95472 | FREESTONE        | Sebastopol                        |     0.86
    95476 | SONOMA           | El Verano                         |     0.91
    95476 | SONOMA           | Sonoma                            |     0.82
    95476 | SONOMA           | Boyes Hot Springs                 |     1.37
    95476 | SONOMA           | Fetters Hot Springs-Agua Caliente |     1.88
    95476 | SONOMA           | Temelec                           |     3.19
    95482 | UKIAH            | Ukiah                             |     0.62
    95490 | WILLITS          | Willits                           |     0.46
    95492 | WINDSOR          | Windsor                           |     0.39
    95501 | EUREKA           | Myrtletown                        |     1.66
    95501 | EUREKA           | Bayview                           |     1.31
    95501 | EUREKA           | Pine Hills                        |     2.97
    95501 | EUREKA           | Cutten                            |     0.95
    95501 | EUREKA           | Humboldt Hill                     |     3.86
    95501 | EUREKA           | Eureka                            |     1.32
    95521 | MC KINLEYVILLE   | McKinleyville                     |     3.80
    95521 | MC KINLEYVILLE   | Arcata                            |     2.56
    95524 | BAYSIDE          | Blue Lake                         |     4.41
    95531 | CRESCENT CITY    | Crescent City                     |     2.38
    95531 | CRESCENT CITY    | Crescent City North               |     2.37
    95536 | FERNDALE         | Ferndale                          |     0.56
    95540 | FORTUNA          | Fortuna                           |     0.08
    95547 | HYDESVILLE       | Hydesville                        |     0.15
    95548 | KLAMATH          | Klamath                           |     2.36
    95560 | REDWAY           | Redway                            |     1.41
    95562 | RIO DELL         | Rio Dell                          |     0.41
    95570 | WESTHAVEN        | Trinidad                          |     2.98
    95570 | WESTHAVEN        | Westhaven-Moonstone               |     3.18
    95573 | WILLOW CREEK     | Willow Creek                      |     4.31
    95603 | AUBURN           | Auburn                            |     2.55
    95603 | AUBURN           | North Auburn                      |     0.28
    95608 | CARMICHAEL       | Carmichael                        |     0.66
    95610 | CITRUS HEIGHTS   | Citrus Heights                    |     0.96
    95616 | DAVIS            | Davis                             |     0.68
    95619 | DIAMOND SPRINGS  | Diamond Springs                   |     1.77
    95620 | LIBERTY FARMS    | Dixon                             |     1.06
    95624 | ELK GROVE        | Elk Grove                         |     0.92
    95627 | ESPARTO          | Esparto                           |     0.03
    95628 | FAIR OAKS        | Fair Oaks                         |     0.89
    95630 | EL DORADO HILLS  | El Dorado Hills                   |     3.24
    95630 | EL DORADO HILLS  | Folsom                            |     0.82
    95631 | FORESTHILL       | Foresthill                        |     1.57
    95632 | GALT             | Galt                              |     0.41
    95640 | IONE             | Ione                              |     0.54
    95641 | ISLETON          | Isleton                           |     0.42
    95642 | JACKSON          | Jackson                           |     1.12
    95648 | LINCOLN          | Lincoln                           |     1.18
    95650 | LOOMIS           | Loomis                            |     1.33
    95655 | MATHER AFB       | Mather AFB                        |     0.29
    95660 | NORTH HIGHLANDS  | North Highlands                   |     1.47
    95662 | ORANGEVALE       | Orangevale                        |     0.51
    95667 | PLACERVILLE      | Placerville                       |     0.88
    95669 | PLYMOUTH         | Plymouth                          |     1.53
    95670 | GOLD RIVER       | Rancho Cordova                    |     0.74
    95673 | RIO LINDA        | Rio Linda                         |     0.71
    95677 | ROCKLIN          | Rocklin                           |     0.75
    95678 | ROSEVILLE        | Roseville                         |     0.79
    95682 | CAMERON PARK     | Shingle Springs                   |     1.99
    95682 | CAMERON PARK     | Cameron Park                      |     1.27
    95683 | RANCHO MURIETA   | Rancho Murieta                    |     2.04
    95685 | SUTTER CREEK     | Sutter Creek                      |     2.15
    95685 | SUTTER CREEK     | Amador City                       |     2.05
    95687 | VACAVILLE        | Vacaville                         |     1.42
    95691 | WEST SACRAMENTO  | West Sacramento                   |     0.89
    95692 | WHEATLAND        | Wheatland                         |     0.49
    95693 | WILTON           | Wilton                            |     1.09
    95694 | WINTERS          | Winters                           |     0.36
    95695 | WOODLAND         | Woodland                          |     0.71
    95713 | IOWA HILL        | Colfax                            |     1.32
    95722 | MEADOW VISTA     | Lake Of The Pines                 |     2.97
    95722 | MEADOW VISTA     | Meadow Vista                      |     0.10
    95726 | PACIFIC HOUSE    | Pollock Pines                     |     0.91
    95758 | ELK GROVE        | Laguna                            |     1.25
    95816 | SACRAMENTO       | Sacramento                        |     0.41
    95824 | SACRAMENTO       | Parkway-South Sacramento          |     0.84
    95826 | SACRAMENTO       | La Riviera                        |     1.16
    95826 | SACRAMENTO       | Rosemont                          |     1.10
    95828 | SACRAMENTO       | Florin                            |     0.50
    95842 | SACRAMENTO       | Foothill Farms                    |     0.71
    95864 | SACRAMENTO       | Arden-Arcade                      |     0.92
    95901 | MARYSVILLE       | Linda                             |     2.16
    95912 | ARBUCKLE         | Arbuckle                          |     1.79
    95917 | BIGGS            | Biggs                             |     0.72
    95918 | BROWNS VALLEY    | Loma Rica                         |     3.73
    95919 | BROWNSVILLE      | Challenge-Brownsville             |     0.63
    95928 | CHICO            | Chico                             |     1.74
    95932 | COLUSA           | Colusa                            |     0.48
    95938 | DURHAM           | Durham                            |     3.47
    95945 | GRASS VALLEY     | Grass Valley                      |     1.41
    95946 | PENN VALLEY      | Penn Valley                       |     1.57
    95947 | GREENVILLE       | Greenville                        |     0.72
    95948 | GRIDLEY          | Gridley                           |     0.48
    95949 | GRASS VALLEY     | Alta Sierra                       |     1.65
    95953 | LIVE OAK         | Live Oak                          |     0.48
    95954 | MAGALIA          | Magalia                           |     0.77
    95959 | NEVADA CITY      | Nevada City                       |     1.04
    95961 | OLIVEHURST       | Olivehurst                        |     0.38
    95963 | ORLAND           | Orland                            |     1.56
    95965 | PULGA            | Thermalito                        |     3.29
    95965 | PULGA            | Oroville                          |     2.27
    95966 | OROVILLE         | Oroville East                     |     2.01
    95966 | OROVILLE         | South Oroville                    |     1.75
    95968 | PALERMO          | Palermo                           |     0.79
    95969 | PARADISE         | Paradise                          |     0.24
    95971 | QUINCY           | Quincy-East Quincy                |     1.20
    95982 | SUTTER           | Sutter                            |     0.82
    95987 | WILLIAMS         | Williams                          |     1.43
    95988 | WILLOWS          | Willows                           |     0.54
    95991 | YUBA CITY        | Marysville                        |     2.64
    95991 | YUBA CITY        | Yuba City                         |     0.48
    95991 | YUBA CITY        | South Yuba City                   |     1.21
    95993 | YUBA CITY        | Tierra Buena                      |     2.21
    96002 | REDDING          | Redding                           |     2.31
    96007 | ANDERSON         | Anderson                          |     1.86
    96013 | BURNEY           | Burney                            |     1.02
    96019 | SHASTA LAKE      | Central Valley                    |     0.50
    96020 | CHESTER          | Chester                           |     0.37
    96021 | CORNING          | Corning                           |     0.77
    96022 | COTTONWOOD       | Cottonwood                        |     3.36
    96025 | DUNSMUIR         | Dunsmuir                          |     1.47
    96027 | SAWYERS BAR      | Etna                              |     1.27
    96032 | FORT JONES       | Fort Jones                        |     2.34
    96035 | GERBER           | Gerber-Las Flores                 |     1.52
    96041 | HAYFORK          | Hayfork                           |     2.58
    96052 | LEWISTON         | Lewiston                          |     3.87
    96055 | LOS MOLINOS      | Los Molinos                       |     1.53
    96055 | LOS MOLINOS      | Tehama                            |     2.25
    96057 | MCCLOUD          | McCloud                           |     0.19
    96064 | MONTAGUE         | Montague                          |     3.40
    96067 | MOUNT SHASTA     | Mount Shasta                      |     0.60
    96080 | RED BLUFF        | Red Bluff                         |     0.41
    96093 | WEAVERVILLE      | Weaverville                       |     2.66
    96094 | EDGEWOOD         | Weed                              |     1.62
    96097 | YREKA            | Yreka                             |     0.67
    96101 | ALTURAS          | Alturas                           |     1.02
    96118 | LOYALTON         | Loyalton                          |     1.19
    96122 | PORTOLA          | Portola                           |     0.42
    96130 | SUSANVILLE       | Susanville                        |     0.91
    96134 | TULELAKE         | Tulelake                          |     2.58
    96143 | KINGS BEACH      | Kings Beach                       |     0.63
    96145 | TAHOE CITY       | Sunnyside-Tahoe City              |     2.51
    96145 | TAHOE CITY       | Dollar Point                      |     2.03
    96148 | TAHOE VISTA      | Tahoe Vista                       |     0.23
    96150 | SOUTH LAKE TAHOE | South Lake Tahoe                  |     1.57
    96161 | TRUCKEE          | Glenshire-Devonshire              |     4.64
    96161 | TRUCKEE          | Truckee                           |     1.78
(854 rows)

